Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
xuiPrefabEditorHelpPasteKey,PrefabEditorHelp,XUI,New,[button:LeftControl] + [button:V],,,,,
xuiPrefabEditorHelpPasteText,PrefabEditorHelp,XUI,New,Paste contents from clipboard into world.\nIf the current selection size does not match the size of the contents in the clipboard the first press will adjust the selection size to match the clipboard size and the second press will actually paste the contents.,,,,,
xuiPrefabEditorHelpSelectionAboveTerrainKey,PrefabEditorHelp,XUI,New,[button:LeftAlt],,,,,
xuiPrefabEditorHelpSelectionAboveTerrainText,PrefabEditorHelp,XUI,New,Show selection box above terrain.,,,,,
xuiPrefabEditorHelpSelectionClearKey,PrefabEditorHelp,XUI,New,[action:local:SelectionClear],,,,,
xuiPrefabEditorHelpSelectionClearText,PrefabEditorHelp,XUI,New,Clear the selection (replacing everything with air).,,,,,
xuiPrefabEditorHelpSelectionDensityKey,PrefabEditorHelp,XUI,New,[action:local:Forward] / [action:local:Back] / [action:local:Left] / [action:local:Right],,,,,
xuiPrefabEditorHelpSelectionDensityText,PrefabEditorHelp,XUI,New,"Change density of blocks inside selection (left/right will do single steps, down/up does increments of 10).",,,,,
xuiPrefabEditorHelpSelectionFaceKey,PrefabEditorHelp,XUI,New,Hold [button:LeftShift] + [action:local:Drop] + [action:local:Jump] / [action:local:Crouch] / [action:local:Forward] / [action:local:Back] / [action:local:Left] / [action:local:Right],,,,,
xuiPrefabEditorHelpSelectionFaceText,PrefabEditorHelp,XUI,New,Highlight face of selection corresponding to the movement direction of the pressed button.,,,,,
xuiPrefabEditorHelpSelectionFillKey,PrefabEditorHelp,XUI,New,[action:local:SelectionFill],,,,,
xuiPrefabEditorHelpSelectionFillText,PrefabEditorHelp,XUI,New,Fill the selection with the block you have currently selected.,,,,,
xuiPrefabEditorHelpSelectionMirrorKey,PrefabEditorHelp,XUI,New,Hold [button:LeftControl] + [action:local:Drop],,,,,
xuiPrefabEditorHelpSelectionMirrorText,PrefabEditorHelp,XUI,New,Mirror the selection box along any axis.,,,,,
xuiPrefabEditorHelpSelectionMoveDirectKey,PrefabEditorHelp,XUI,New,Hold [action:local:Drop] + [action:local:Jump] / [action:local:Crouch] / [action:local:Forward] / [action:local:Back] / [action:local:Left] / [action:local:Right],,,,,
xuiPrefabEditorHelpSelectionMoveDirectText,PrefabEditorHelp,XUI,New,Move the selection box corresponding to the movement direction of the pressed button.,,,,,
xuiPrefabEditorHelpSelectionMoveKey,PrefabEditorHelp,XUI,New,Hold [action:local:Drop],,,,,
xuiPrefabEditorHelpSelectionMoveModeKey,PrefabEditorHelp,XUI,New,[action:local:SelectionMoveMode],,,,,
xuiPrefabEditorHelpSelectionMoveModeText,PrefabEditorHelp,XUI,New,Toggle movement mode for next hotkey between moving in world direction or player direction.,,,,,
xuiPrefabEditorHelpSelectionMoveText,PrefabEditorHelp,XUI,New,Move the selection box.,,,,,
xuiPrefabEditorHelpSelectionPropertiesKey,PrefabEditorHelp,XUI,New,[action:local:Prefab],,,,,
xuiPrefabEditorHelpSelectionPropertiesText,PrefabEditorHelp,XUI,New,Open properties dialog for selection.,,,,,
xuiPrefabEditorHelpSelectionRemoveKey,PrefabEditorHelp,XUI,New,[action:local:SelectionDelete],,,,,
xuiPrefabEditorHelpSelectionRemoveText,PrefabEditorHelp,XUI,New,Remove the selected box.,,,,,
xuiPrefabEditorHelpSelectionResizeKey,PrefabEditorHelp,XUI,New,Hold [button:LeftShift] + [action:local:Drop],,,,,
xuiPrefabEditorHelpSelectionResizeText,PrefabEditorHelp,XUI,New,Resize the selection box.,,,,,
xuiPrefabEditorHelpSelectionRotateKey,PrefabEditorHelp,XUI,New,[action:local:SelectionRotate],,,,,
xuiPrefabEditorHelpSelectionRotateText,PrefabEditorHelp,XUI,New,Rotate active selection.,,,,,
xuiPrefabEditorHelpSelectionsEdit,PrefabEditorHelp,XUI,New,Selection Editing,,,,,
xuiPrefabEditorHelpSelectionsGeneric,PrefabEditorHelp,XUI,New,Selections,,,,,
xuiPrefabEditorHelpUnselectBoxKey,PrefabEditorHelp,XUI,New,[action:local:Primary],,,,,
xuiPrefabEditorHelpUnselectBoxText,PrefabEditorHelp,XUI,New,(Un)Select a focused box or unselect the current selection box.,,,,,
attagility,progression,Attribute,New,Agility,,,,,
attAgilityDesc,progression,Attribute,New,Agility is the measure of your athletic prowess.,,,,,
attAgilityName,progression,Attribute,New,Attribute: Agility,,,,,
attAgilityRank01Desc,progression,Attribute,New,Clumsy,,,,,
attAgilityRank01LongDesc,progression,Attribute,New,"You are as clumsy as they come but you still do 200% head shot damage and have a 5% chance to dismember with bows, handguns, and knives.",,,,,
attAgilityRank02Desc,progression,Attribute,New,Fumbling,,,,,
attAgilityRank02LongDesc,progression,Attribute,New,"You didn't make the football team but that didn't stop you from practicing. Deal 210% head shot damage and have a 10% chance to dismember with bows, handguns and knives.",,,,,
attAgilityRank03Desc,progression,Attribute,New,Clunky,,,,,
attAgilityRank03LongDesc,progression,Attribute,New,"You are still loud and clunky but can deal 220% head shot damage and have a 15% chance to dismember with bows, handguns and knives.
",,,,,
attAgilityRank04Desc,progression,Attribute,New,Inept,,,,,
attAgilityRank04LongDesc,progression,Attribute,New,"Your dexterity is a bit inept, but you can deal 230% head shot damage and have a 20% chance to dismember with bows, handguns and knives.
",,,,,
attAgilityRank05Desc,progression,Attribute,New,Agile,,,,,
attAgilityRank05LongDesc,progression,Attribute,New,"You are now agile and deal 240% head shot damage and have a 25% chance to dismember with bows, handguns and knives.
",,,,,
attAgilityRank06Desc,progression,Attribute,New,Nimble,,,,,
attAgilityRank06LongDesc,progression,Attribute,New,"Your movement is now very nimble and deal 250% head shot damage and have a 30% chance to dismember with bows, handguns and knives.
",,,,,
attAgilityRank07Desc,progression,Attribute,New,Dexterous,,,,,
attAgilityRank07LongDesc,progression,Attribute,New,"Your dexterity is very impressive. Deal 260% head shot damage and have a 35% chance to dismember with bows, handguns and knives.
",,,,,
attAgilityRank08Desc,progression,Attribute,New,Gymnast,,,,,
attAgilityRank08LongDesc,progression,Attribute,New,"Moving fluid and landing on your feet are second nature for you. Deal 270% head shot damage and have a 40% chance to dismember with bows, handguns and knives.
",,,,,
attAgilityRank09Desc,progression,Attribute,New,Professional Athlete,,,,,
attAgilityRank09LongDesc,progression,Attribute,New,"Your agility is good enough you could be a professional athlete. Deal 285% head shot damage and have a 45% chance to dismember with bows, handguns and knives.
",,,,,
attAgilityRank10Desc,progression,Attribute,New,Parkour Master,,,,,
attAgilityRank10LongDesc,progression,Attribute,New,"Your dexterity is unmatched. Deal 300% head shot damage and have a 50% chance to dismember with bows, handguns and knives.
",,,,,
attbooks,progression,Attribute,New,Perk Books,,,,,
attfortitude,progression,Attribute,New,Fortitude,,,,,
attFortitudeDesc,progression,Attribute,New,Fortitude is the measure of your physical resilience.,,,,,
attFortitudeName,progression,Attribute,New,Attribute: Fortitude,,,,,
attFortitudeRank01Desc,progression,Attribute,New,Fragile Health,,,,,
attFortitudeRank01LongDesc,progression,Attribute,New,You aren't very durable or healthy but at least you are alive. Deal 200% head shot damage and have a 5% chance to dismember with fists and machine guns.,,,,,
attFortitudeRank02Desc,progression,Attribute,New,Sickly,,,,,
attFortitudeRank02LongDesc,progression,Attribute,New,"You feel a little better than you used to. Deal 210% head shot damage and have a 10% chance to dismember with fists, and machine guns.",,,,,
attFortitudeRank03Desc,progression,Attribute,New,Unhealthy,,,,,
attFortitudeRank03LongDesc,progression,Attribute,New,You continue to defy gravity and keep standing. Deal 220% head shot damage and have a 15% chance to dismember with fists and machine guns.,,,,,
attFortitudeRank04Desc,progression,Attribute,New,Weakened,,,,,
attFortitudeRank04LongDesc,progression,Attribute,New,"You are starting to feel like normal people. Deal 230% head shot damage and have a 20% chance to dismember with fists, and machine guns.",,,,,
attFortitudeRank05Desc,progression,Attribute,New,Hardy,,,,,
attFortitudeRank05LongDesc,progression,Attribute,New,You are in good health. Deal 240% head shot damage and have a 25% chance to dismember with fists and machine guns.,,,,,
attFortitudeRank06Desc,progression,Attribute,New,Very Healthy,,,,,
attFortitudeRank06LongDesc,progression,Attribute,New,You are very healthy. Deal 250% head shot damage and have a 30% chance to dismember with fists and machine guns.,,,,,
attFortitudeRank07Desc,progression,Attribute,New,Vigorous Health,,,,,
attFortitudeRank07LongDesc,progression,Attribute,New,You have vigorous health. Deal 260% head shot damage and have a 35% chance to dismember with fists and machine guns.,,,,,
attFortitudeRank08Desc,progression,Attribute,New,Resilient,,,,,
attFortitudeRank08LongDesc,progression,Attribute,New,You are as resilient as they come. Deal 270% head shot damage and have a 40% chance to dismember with fists and machine guns.,,,,,
attFortitudeRank09Desc,progression,Attribute,New,Amazing Constitution,,,,,
attFortitudeRank09LongDesc,progression,Attribute,New,You have an amazing constitution. Deal 285% head shot damage and have a 45% chance to dismember with fists and machine guns.,,,,,
attFortitudeRank10Desc,progression,Attribute,New,Exuberant Fortitude,,,,,
attFortitudeRank10LongDesc,progression,Attribute,New,Your have exuberant fortitude and can put a beat down on a tornado. Deal 300% head shot damage and have a 50% chance to dismember with fists and machine guns.,,,,,
attintellect,progression,Attribute,New,Intellect,,,,,
attIntellectDesc,progression,Attribute,New,Intellect is the measure of your mental ability. Increasing Intellect improves head shot damage with intellect governed weapons such as junk turrets and stun batons.,,,,,
attIntellectName,progression,Attribute,New,Attribute: Intellect,,,,,
attIntellectRank10Desc,progression,Attribute,New,Mastermind,,,,,
attIntellectRank10LongDesc,progression,Attribute,New,You are a mastermind of intellect. Deal 300% head shot damage and have a 50% chance to dismember with stun batons and junk turrets.,,,,,
attIntellectRank1Desc,progression,Attribute,New,Blockhead,,,,,
attIntellectRank1LongDesc,progression,Attribute,New,You are as dumb as box of rocks but you still do 200% head shot damage and have a 5% chance to dismember with stun batons and junk turrets.,,,,,
attIntellectRank2Desc,progression,Attribute,New,Dullard,,,,,
attIntellectRank2LongDesc,progression,Attribute,New,"You aren't the brightest color in the box, but you occasionally hit the nail on the head. Deal 210% head shot damage and have a 10% chance to dismember with stun batons and junk turrets.",,,,,
attIntellectRank3Desc,progression,Attribute,New,Dimwit,,,,,
attIntellectRank3LongDesc,progression,Attribute,New,Even dimwits have a bright idea once in a while. Deal 220% head shot damage and have a 15% chance to dismember with stun batons and junk turrets.,,,,,
attIntellectRank4Desc,progression,Attribute,New,Thick Headed,,,,,
attIntellectRank4LongDesc,progression,Attribute,New,You don't like to learn new stuff but you will if you have to. Deal 230% head shot damage and have a 20% chance to dismember with stun batons and junk turrets.,,,,,
attIntellectRank5Desc,progression,Attribute,New,Average,,,,,
attIntellectRank5LongDesc,progression,Attribute,New,Being average is better than being below average. Deal 240% head shot damage and have a 25% chance to dismember with stun batons and junk turrets.,,,,,
attIntellectRank6Desc,progression,Attribute,New,Smart,,,,,
attIntellectRank6LongDesc,progression,Attribute,New,You are now getting pretty smart. Deal 250% head shot damage and have a 30% chance to dismember with stun batons and junk turrets.,,,,,
attIntellectRank7Desc,progression,Attribute,New,Brilliant,,,,,
attIntellectRank7LongDesc,progression,Attribute,New,Your peers consider you brilliant. Deal 260% head shot damage and have a 35% chance to dismember with stun batons and junk turrets.,,,,,
attIntellectRank8Desc,progression,Attribute,New,Intellectual,,,,,
attIntellectRank8LongDesc,progression,Attribute,New,Your intellect is quite impressive. Deal 270% head shot damage and have a 40% chance to dismember with stun batons and junk turrets.,,,,,
attIntellectRank9Desc,progression,Attribute,New,Genius,,,,,
attIntellectRank9LongDesc,progression,Attribute,New,You are now a true genius. Deal 285% head shot damage and have a 45% chance to dismember with stun batons and junk turrets.,,,,,
attperception,progression,Attribute,New,Perception,,,,,
attPerceptionDesc,progression,Attribute,New,"Perception is the measure of your sensory awareness. Increasing Perception raises the headshot bonus and dismemberment chance with spears, rifles and explosive weapons.",,,,,
attPerceptionName,progression,Attribute,New,Attribute: Perception,,,,,
attPerceptionRank01Desc,progression,Attribute,New,Oblivious,,,,,
attPerceptionRank01LongDesc,progression,Attribute,New,"You are pretty oblivious in the perception department. Deal 200% head shot damage and have a 5% chance to dismember with rifles, explosives, and spears.",,,,,
attPerceptionRank02Desc,progression,Attribute,New,Unaware,,,,,
attPerceptionRank02LongDesc,progression,Attribute,New,"You are still unaware to most things around you. Deal 210% head shot damage and have a 10% chance to dismember with rifles, explosives, and spears.",,,,,
attPerceptionRank03Desc,progression,Attribute,New,Unobservant,,,,,
attPerceptionRank03LongDesc,progression,Attribute,New,"You are sometimes unobservant but getting better. Deal 220% head shot damage and have a 15% chance to dismember with rifles, explosives, and spears.",,,,,
attPerceptionRank04Desc,progression,Attribute,New,Incognizant,,,,,
attPerceptionRank04LongDesc,progression,Attribute,New,"Your incognizant perception is usually just a small setback. Deal 230% head shot damage and have a 20% chance to dismember with rifles, explosives, and spears.",,,,,
attPerceptionRank05Desc,progression,Attribute,New,Observant,,,,,
attPerceptionRank05LongDesc,progression,Attribute,New,"You are observant and notice just enough to make a big difference. Deal 240% head shot damage and have a 25% chance to dismember with rifles, explosives, and spears.",,,,,
attPerceptionRank06Desc,progression,Attribute,New,Attentive,,,,,
attPerceptionRank06LongDesc,progression,Attribute,New,"Your attention to detail is clearly aiding you in combat. Deal 250% head shot damage and have a 30% chance to dismember with rifles, explosives, and spears.",,,,,
attPerceptionRank07Desc,progression,Attribute,New,Discerning,,,,,
attPerceptionRank07LongDesc,progression,Attribute,New,"You can discern weak points in enemies with ease now. Deal 260% head shot damage and have a 35% chance to dismember with rifles, explosives, and spears.",,,,,
attPerceptionRank08Desc,progression,Attribute,New,Perceptive,,,,,
attPerceptionRank08LongDesc,progression,Attribute,New,"Your perception is astounding. Deal 270% head shot damage and have a 40% chance to dismember with rifles, explosives, and spears.",,,,,
attPerceptionRank09Desc,progression,Attribute,New,Astute awareness,,,,,
attPerceptionRank09LongDesc,progression,Attribute,New,"Your awareness is astute. Deal 285% head shot damage and have a 45% chance to dismember with rifles, explosives, and spears.",,,,,
attPerceptionRank10Desc,progression,Attribute,New,Boom Headshot,,,,,
attPerceptionRank10LongDesc,progression,Attribute,New,"You are unrivaled at making heads go boom.  Deal 300% head shot damage and have a 50% chance to dismember with rifles, explosives, and spears.",,,,,
attskillbooks,progression,Attribute,New,Skill Books,,,,,
attstrength,progression,Attribute,New,Strength,,,,,
attStrengthDesc,progression,Attribute,New,"Strength is the measure of your muscular might. Increasing Strength raises the headshot bonus and dismemberment chance with shotguns, clubs and sledgehammers.",,,,,
attStrengthName,progression,Attribute,New,Attribute: Strength,,,,,
attStrengthRank01Desc,progression,Attribute,New,Weakling,,,,,
attStrengthRank01LongDesc,progression,Attribute,New,"Everyone wants to be a bodybuilder but nobody wants to lift those heavy ass weights. Deal 200% head shot damage and have a 5% greater chance to dismember with shotguns, clubs and sledgehammers.",,,,,
attStrengthRank02Desc,progression,Attribute,New,Scrawny,,,,,
attStrengthRank02LongDesc,progression,Attribute,New,"You might be scrawny but you have a fire inside to get big and strong. Deal 210% head shot damage and have a 10% chance to dismember with shotguns, clubs and sledgehammers.",,,,,
attStrengthRank03Desc,progression,Attribute,New,Milk Drinker,,,,,
attStrengthRank03LongDesc,progression,Attribute,New,"What is a milk drinker like you doing in the zombie apocalypse? Deal 220% head shot damage and have a 15% greater chance to dismember with shotguns, clubs and sledgehammers.",,,,,
attStrengthRank04Desc,progression,Attribute,New,Softie,,,,,
attStrengthRank04LongDesc,progression,Attribute,New,"Your spare tire might keep you from starving but isn't helping you swing a sledgehammer. Deal 230% head shot damage and have a 20% greater chance to dismember with shotguns, clubs and sledgehammers.",,,,,
attStrengthRank05Desc,progression,Attribute,New,Fit,,,,,
attStrengthRank05LongDesc,progression,Attribute,New,"You are fit and able to deal 240% head shot damage and have a 25% greater chance to dismember with shotguns, clubs and sledgehammers.",,,,,
attStrengthRank06Desc,progression,Attribute,New,Strong,,,,,
attStrengthRank06LongDesc,progression,Attribute,New,"You are very strong and all the normies at the gym are envious. Deal 250% head shot damage and have a 30% greater chance to dismember with shotguns, clubs and sledgehammers.",,,,,
attStrengthRank07Desc,progression,Attribute,New,Body Builder,,,,,
attStrengthRank07LongDesc,progression,Attribute,New,"Pumping clubs and sledgehammers has gave you some gains bro. Deal 260% head shot damage and have a 35% greater chance to dismember with shotguns, clubs and sledgehammers.",,,,,
attStrengthRank08Desc,progression,Attribute,New,Power Lifter,,,,,
attStrengthRank08LongDesc,progression,Attribute,New,"Your massive strength is legendary. Deal 270% head shot damage and have a 40% greater chance to dismember with shotguns, clubs and sledgehammers.",,,,,
attStrengthRank09Desc,progression,Attribute,New,Beast Mode,,,,,
attStrengthRank09LongDesc,progression,Attribute,New,"Size, strength and power are all champion level now. Deal 285% head shot damage and have a 45% greater chance to dismember with shotguns, clubs and sledgehammers.",,,,,
attStrengthRank10Desc,progression,Attribute,New,Olympic Champion,,,,,
attStrengthRank10LongDesc,progression,Attribute,New,"You could be an Olympic champion if the apocalypse hadn't crushed that dream. Now you can just crush zombies. Deal 300% head shot damage and have a 50% greater chance to dismember with shotguns, clubs and sledgehammers.",,,,,
reqAgilityLevel01,progression,Attribute,New,Agility Level 1,,,,,
reqAgilityLevel02,progression,Attribute,New,Agility Level 2,,,,,
reqAgilityLevel03,progression,Attribute,New,Agility Level 3,,,,,
reqAgilityLevel05,progression,Attribute,New,Agility Level 5,,,,,
reqAgilityLevel07,progression,Attribute,New,Agility Level 7,,,,,
reqAgilityLevel10,progression,Attribute,New,Agility Level 10,,,,,
reqAttributeLevelDummy,progression,Attribute,New,,,,,,
reqFortitudeLevel01,progression,Attribute,New,Fortitude Level 1,,,,,
reqFortitudeLevel02,progression,Attribute,New,Fortitude Level 2,,,,,
reqFortitudeLevel03,progression,Attribute,New,Fortitude Level 3,,,,,
reqFortitudeLevel05,progression,Attribute,New,Fortitude Level 5,,,,,
reqFortitudeLevel07,progression,Attribute,New,Fortitude Level 7,,,,,
reqFortitudeLevel10,progression,Attribute,New,Fortitude Level 10,,,,,
reqGenericLevel01,progression,Attribute,New,No Requirements,,,,,
reqGenericLevel02,progression,Attribute,New,No Requirements,,,,,
reqGenericLevel03,progression,Attribute,New,No Requirements,,,,,
reqGenericLevel04,progression,Attribute,New,Player Level 20,,,,,
reqGenericLevel05,progression,Attribute,New,Player Level 30,,,,,
reqGenericLevel06,progression,Attribute,New,Player Level 40,,,,,
reqGenericLevel07,progression,Attribute,New,Player Level 50,,,,,
reqGenericLevel08,progression,Attribute,New,Player Level 60,,,,,
reqGenericLevel09,progression,Attribute,New,Player Level 80,,,,,
reqGenericLevel10,progression,Attribute,New,Player Level 100,,,,,
reqGenericLevel20,progression,Attribute,New,Attribute levels above 10 can only be reached through items or buffs.,,,,,
reqGenericPoints01,progression,Attribute,New,Buy: 1 PT,,,,,
reqGenericPoints02,progression,Attribute,New,Buy: 2 PT,,,,,
reqGenericPoints03,progression,Attribute,New,Buy: 3 PT,,,,,
reqGenericPoints04,progression,Attribute,New,Buy: 4 PT,,,,,
reqGenericPoints05,progression,Attribute,New,Buy: 5 PT,,,,,
reqGenericPoints06,progression,Attribute,New,Buy: 6 PT,,,,,
reqGenericPoints07,progression,Attribute,New,Buy: 7 PT,,,,,
reqGenericPoints08,progression,Attribute,New,Buy: 8 PT,,,,,
reqGenericPoints09,progression,Attribute,New,Buy: 9 PT,,,,,
reqGenericPoints10,progression,Attribute,New,Buy: 10 PT,,,,,
reqIntellectLevel01,progression,Attribute,New,Intellect Level 1,,,,,
reqIntellectLevel02,progression,Attribute,New,Intellect Level 2,,,,,
reqIntellectLevel03,progression,Attribute,New,Intellect Level 3,,,,,
reqIntellectLevel04,progression,Attribute,New,Intellect Level 4,,,,,
reqIntellectLevel05,progression,Attribute,New,Intellect Level 5,,,,,
reqIntellectLevel06,progression,Attribute,New,Intellect Level 6,,,,,
reqIntellectLevel07,progression,Attribute,New,Intellect Level 7,,,,,
reqIntellectLevel08,progression,Attribute,New,Intellect Level 8,,,,,
reqIntellectLevel09,progression,Attribute,New,Intellect Level 9,,,,,
reqIntellectLevel10,progression,Attribute,New,Intellect Level 10,,,,,
reqPerceptionLevel01,progression,Attribute,New,Perception Level 1,,,,,
reqPerceptionLevel02,progression,Attribute,New,Perception Level 2,,,,,
reqPerceptionLevel03,progression,Attribute,New,Perception Level 3,,,,,
reqPerceptionLevel05,progression,Attribute,New,Perception Level 5,,,,,
reqPerceptionLevel07,progression,Attribute,New,Perception Level 7,,,,,
reqPerceptionLevel10,progression,Attribute,New,Perception Level 10,,,,,
reqStrengthLevel01,progression,Attribute,New,Strength Level 1,,,,,
reqStrengthLevel02,progression,Attribute,New,Strength Level 2,,,,,
reqStrengthLevel03,progression,Attribute,New,Strength Level 3,,,,,
reqStrengthLevel04,progression,Attribute,New,Strength Level 4,,,,,
reqStrengthLevel05,progression,Attribute,New,Strength Level 5,,,,,
reqStrengthLevel07,progression,Attribute,New,Strength Level 7,,,,,
reqStrengthLevel10,progression,Attribute,New,Strength Level 10,,,,,
paintGroupDesc,progression,Perk,New,This skill cannot be purchased with skill points. Find and read magazines to unlock additional painting options.,,,,,
perkAdvancedEngineeringDesc,progression,Perk,New,"Engineer advanced items such as workstations, electrical items and traps and craft items with them 20% faster.",,,,,
perkAdvancedEngineeringName,progression,Perk,New,Advanced Engineering,,,,,
perkAdvancedEngineeringRank1Desc,progression,Perk,New,Blacksmith,,,,,
perkAdvancedEngineeringRank1LongDesc,progression,Perk,New,You are now a blacksmith and able to forge iron and other metal objects. Craft forges and craft items 20% faster at forges.,,,,,
perkAdvancedEngineeringRank2Desc,progression,Perk,New,Tinkerer,,,,,
perkAdvancedEngineeringRank2LongDesc,progression,Perk,New,"Your tinkering is proving useful in the apocalypse. Craft workbenches, table saws, and cement mixers, and craft items with them 20% faster.",,,,,
perkAdvancedEngineeringRank3Desc,progression,Perk,New,Electrician,,,,,
perkAdvancedEngineeringRank3LongDesc,progression,Perk,New,"You are now an electrician. Learn to craft generators, and build advanced base defense systems such as electric fences & blade traps. Gain 20% XP from electrical trap kills.\nEfficient blacksmith. All forge recipes cost 10% less.",,,,,
perkAdvancedEngineeringRank4Desc,progression,Perk,New,Inventor,,,,,
perkAdvancedEngineeringRank4LongDesc,progression,Perk,New,"Learn to craft shotgun turrets for short range concentrated base defense, and power tools such as chainsaws and augers and nail guns. Gain 35% XP from electrical trap kills.\nAll forge recipes cost 15% less.",,,,,
perkAdvancedEngineeringRank5Desc,progression,Perk,New,Advanced Engineer,,,,,
perkAdvancedEngineeringRank5LongDesc,progression,Perk,New,"Learn to craft SMG auto turrets for the best ranged base defense, and crucibles to forge steel in forges. Gain 50% from Electrical Trap Kills.\nAll forge recipes cost 20% less.",,,,,
perkAnimalTrackerDesc,progression,Perk,New,Learn to detect and track animals within 100m and never go hungry.,,,,,
perkAnimalTrackerName,progression,Perk,New,Animal Tracker,,,,,
perkAnimalTrackerRank1Desc,progression,Perk,New,Keen Eye,,,,,
perkAnimalTrackerRank1LongDesc,progression,Perk,New,Crouch down and use your keen eyesight to find the tracks of small animals like snakes or chickens.\nTracked animals are marked on your compass and map.,,,,,
perkAnimalTrackerRank2Desc,progression,Perk,New,Trail Finder,,,,,
perkAnimalTrackerRank2LongDesc,progression,Perk,New,"Your heightened senses can detect nearby wildlife. When sneaking, deer may show on your compass.",,,,,
perkAnimalTrackerRank3Desc,progression,Perk,New,Tracker,,,,,
perkAnimalTrackerRank3LongDesc,progression,Perk,New,"Your advanced senses can detect distant wildlife. When sneaking, boars show on your compass.",,,,,
perkAnimalTrackerRank4Desc,progression,Perk,New,Ranger,,,,,
perkAnimalTrackerRank4LongDesc,progression,Perk,New,Your hawk like senses can detect sneaky predators like wolves or coyotes.,,,,,
perkAnimalTrackerRank5Desc,progression,Perk,New,Bloodhound,,,,,
perkAnimalTrackerRank5LongDesc,progression,Perk,New,Become the ultimate tracker. Your senses are unparalleled. You can detect predators like mountain lions.,,,,,
perkArcheryDesc,progression,Perk,New,Master the use of bows and crossbows.,,,,,
perkArcheryName,progression,Perk,New,Archery,,,,,
perkArcheryRank1Desc,progression,Perk,New,Bowman,,,,,
perkArcheryRank1LongDesc,progression,Perk,New,"Many start on the path of the ranger but few can reach it. Craft quality 2 poor bows, deal 10% more damage, 10% faster aim, draw and reload with bows. Unlocks wooden bow and iron crossbow crafting.",,,,,
perkArcheryRank2Desc,progression,Perk,New,Archer,,,,,
perkArcheryRank2LongDesc,progression,Perk,New,"You still have much to learn, grasshopper. Craft quality 3 fair bows, deal 20% more damage, 20% faster aim, draw and reload with bows.",,,,,
perkArcheryRank3Desc,progression,Perk,New,Marksman,,,,,
perkArcheryRank3LongDesc,progression,Perk,New,"All the rigorous training has turned you into a marksman with Bows. Craft quality 4 good bows, deal 30% more damage, 30% faster aim, draw and reload with bows.",,,,,
perkArcheryRank4Desc,progression,Perk,New,Hairsplitter,,,,,
perkArcheryRank4LongDesc,progression,Perk,New,"You can split a hair you are so good at archery now. Craft quality 5 great bows, deal 40% more damage, 40% faster aim, draw and reload with bows.",,,,,
perkArcheryRank5Desc,progression,Perk,New,Ranger,,,,,
perkArcheryRank5LongDesc,progression,Perk,New,"You have mastered archery and are now a ranger. Deal 50% more damage, 50% faster aim, draw and reload with bows.",,,,,
perkBetterBarterDesc,progression,Perk,New,Specialize in convincing area traders to give you a better deal and open up their secret stashes of the really good stuff.,,,,,
perkBetterBarterName,progression,Perk,New,Better Barter,,,,,
perkBetterBarterRank1Desc,progression,Perk,New,Wheeler Dealer,,,,,
perkBetterBarterRank1LongDesc,progression,Perk,New,You are good at wheeling and dealing and never pay full price for anything. Get a 5% better deal buying and selling mechandise with traders.,,,,,
perkBetterBarterRank2Desc,progression,Perk,New,Salesman,,,,,
perkBetterBarterRank2LongDesc,progression,Perk,New,You must have been a salesman before the apocalypse with the kind of good deals you find. Get a 10% better deal buying and selling with traders.,,,,,
perkBetterBarterRank3Desc,progression,Perk,New,Sales Manager,,,,,
perkBetterBarterRank3LongDesc,progression,Perk,New,You act like a sales manager and have authority to cut the best deals. Get a 15% better deal buying and selling with traders.. Traders' secret stash shows better loot.,,,,,
perkBetterBarterRank4Desc,progression,Perk,New,Wall Street Tycoon,,,,,
perkBetterBarterRank4LongDesc,progression,Perk,New,You would do well if the stock market still existed. Get a 20% better deal buying and selling with traders.. Traders' secret stash shows even better loot.,,,,,
perkBetterBarterRank5Desc,progression,Perk,New,Corporate Marketing CEO,,,,,
perkBetterBarterRank5LongDesc,progression,Perk,,You are like a Corporate Manager and buy goods at the lowest prices and sell for a huge profit. Get a 30% better deal buying and selling with traders. Traders' secret stash shows the best loot.,,,,,
perkBoomstickDesc,progression,Perk,New,"Specialize with shotguns and send your enemies to meet their maker. Do more damage, blow limbs off, shoot and reload faster.",,,,,
perkBoomstickName,progression,Perk,New,Boomstick,,,,,
perkBoomstickRank1Desc,progression,Perk,New,Shotgun Hobo,,,,,
perkBoomstickRank1LongDesc,progression,Perk,New,"Maybe your aim isn't so good or you just like doing a lot of damage up close and personal. Either way a hobo with a shotgun is not to be messed with. Craft quality 2 poor Shotguns, deal 10% more damage, 10% faster fire rate, and 10% faster reload.\nIncreases chance to dismember by 5%.\nUnlocks double barrel shotgun crafting.",,,,,
perkBoomstickRank2Desc,progression,Perk,New,Shotgun Nomad,,,,,
perkBoomstickRank2LongDesc,progression,Perk,New,"Roaming the wastelands as a nomad have improved your abilities with shotguns. Craft quality 3 fair shotguns, deal 20% more damage, 20% faster fire rate, and 15% faster reload.\nIncreases chance to dismember by 10%.",,,,,
perkBoomstickRank3Desc,progression,Perk,New,Shotgun Pro,,,,,
